行 ID,订单 ID,订单日期,发货日期,邮寄方式,客户 ID,客户名称,细分,城市,省/自治区,国家,地区,产品 ID,类别,子类别,产品名称,销售额,数量,折扣,利润
6417,CN-202023-4597424,2024/8/5,2024/8/8,二级,巩嘉-14500,巩嘉丽,消费者,成都,四川,中国,西南,家具-椅子-10001287,家具,椅子,摇椅,1076.796,3,0.4,-502.824
6418,CN-202023-4597424,2024/8/5,2024/8/8,二级,巩嘉-14500,巩嘉丽,消费者,成都,四川,中国,西南,家具-书架-10004927,家具,书架,书架,3098.844,9,0.4,257.544
6419,CN-202023-4597424,2024/8/5,2024/8/8,二级,巩嘉-14500,巩嘉丽,消费者,成都,四川,中国,西南,办公用-美术-10000951,办公用品,美术,钢笔,31.836,3,0.8,-108.444
6420,CN-202023-4597424,2024/8/5,2024/8/8,二级,巩嘉-14500,巩嘉丽,消费者,成都,四川,中国,西南,家具-桌子-10002607,家具,桌子,木桌,996.072,1,0.6,-1145.508
6421,CN-202020-1969167,2021/3/31,2021/4/5,标准级,贺兰-15685,贺兰,公司,韶关,广东,中国,中南,办公用-收纳-10004384,办公用品,收纳具,锁柜,2764.86,3,0,1299.48
6422,CN-202022-1658434,2023/11/29,2023/12/3,二级,罗霖-17530,罗霖,消费者,聊城,山东,中国,华东,办公用-收纳-10002418,办公用品,收纳具,盒,537.6,5,0,198.8
6423,CN-202022-5007229,2023/12/10,2023/12/15,标准级,葛彩-10660,葛彩,消费者,铜仁,贵州,中国,西南,家具-椅子-10002321,家具,椅子,椅垫,549.08,2,0,257.88
6424,CN-202022-1300278,2023/10/9,2023/10/15,标准级,贺平-19105,贺平,消费者,漳州,福建,中国,华东,技术-电话-10000498,技术,电话,信号增强器,1275.4,2,0,586.6
6425,CN-202020-1313540,2021/7/20,2021/7/24,标准级,严珑-17890,严珑,小型企业,唐山,河北,中国,华北,家具-椅子-10001132,家具,椅子,椅垫,495.6,2,0,79.24
6426,CN-202020-1313540,2021/7/20,2021/7/24,标准级,严珑-17890,严珑,小型企业,唐山,河北,中国,华北,技术-复印-10000801,技术,复印机,传真机,5971.84,4,0,238.56
6427,CN-202021-3139690,2022/8/2,2022/8/7,标准级,涂珑-17875,涂珑,小型企业,济宁,山东,中国,华东,办公用-器具-10001435,办公用品,器具,烤面包机,1606.64,4,0,674.24
6428,CN-202023-2883758,2024/5/12,2024/5/17,标准级,顾君-15220,顾君,公司,汕头,广东,中国,中南,家具-椅子-10003144,家具,椅子,扶手椅,5936.868,3,0.1,1978.788
6429,CN-202023-2883758,2024/5/12,2024/5/17,标准级,顾君-15220,顾君,公司,汕头,广东,中国,中南,家具-书架-10000557,家具,书架,搁架,4527.6,5,0,633.5
6430,CN-202023-2883758,2024/5/12,2024/5/17,标准级,顾君-15220,顾君,公司,汕头,广东,中国,中南,办公用-标签-10000574,办公用品,标签,运输标签,105.28,2,0,21
6431,CN-202023-2883758,2024/5/12,2024/5/17,标准级,顾君-15220,顾君,公司,汕头,广东,中国,中南,办公用-纸张-10004938,办公用品,纸张,信纸,676.62,3,0,67.62
6432,US-202023-5353587,2024/6/2,2024/6/6,标准级,叶立-16615,叶立勤,公司,太原,山西,中国,华北,办公用-信封-10003369,办公用品,信封,局间信封,870.24,4,0,304.08
6433,US-202023-5353587,2024/6/2,2024/6/6,标准级,叶立-16615,叶立勤,公司,太原,山西,中国,华北,办公用-美术-10001370,办公用品,美术,记号笔,328.44,3,0,6.3
6434,US-202023-5353587,2024/6/2,2024/6/6,标准级,叶立-16615,叶立勤,公司,太原,山西,中国,华北,技术-电话-10004636,技术,电话,音频基座,3260.32,4,0,1043.28
6435,US-202023-5353587,2024/6/2,2024/6/6,标准级,叶立-16615,叶立勤,公司,太原,山西,中国,华北,办公用-系固-10003701,办公用品,系固件,图钉,197.68,4,0,15.68
6436,CN-202021-4992845,2022/3/28,2022/4/2,标准级,郝壁-10420,郝壁,公司,合肥,安徽,中国,华东,办公用-系固-10004460,办公用品,系固件,订书钉,307.44,6,0,89.04
6437,CN-202021-4992845,2022/3/28,2022/4/2,标准级,郝壁-10420,郝壁,公司,合肥,安徽,中国,华东,技术-设备-10001343,技术,设备,喷墨打印机,5796,4,0,1912.4
6438,CN-202020-5844177,2021/6/9,2021/6/12,一级,佘巧-19480,佘巧,消费者,上海,上海,中国,华东,家具-椅子-10001902,家具,椅子,沙滩椅,1535.66,7,0,60.76
6439,CN-202020-5844177,2021/6/9,2021/6/12,一级,佘巧-19480,佘巧,消费者,上海,上海,中国,华东,家具-椅子-10000951,家具,椅子,椅垫,1036.56,4,0,310.8
6440,US-202021-1300278,2022/8/30,2022/9/4,标准级,常崆-15505,常崆,消费者,兰西,黑龙江,中国,东北,技术-设备-10002994,技术,设备,收据打印机,1141,2,0,91.28
6441,CN-202020-5835982,2021/6/14,2021/6/15,一级,巩荣-19735,巩荣,消费者,天津,天津,中国,华北,家具-椅子-10000989,家具,椅子,摇椅,2672.32,4,0,80.08
6442,CN-202020-5835982,2021/6/14,2021/6/15,一级,巩荣-19735,巩荣,消费者,天津,天津,中国,华北,办公用-信封-10001526,办公用品,信封,外皮和封条,94.22,1,0,4.62
6443,CN-202022-1436231,2023/11/29,2023/12/4,标准级,邵鹏-19075,邵鹏,消费者,江都,江苏,中国,华东,办公用-信封-10004984,办公用品,信封,邮寄品,949.9,5,0,303.8
6444,CN-202022-1436231,2023/11/29,2023/12/4,标准级,邵鹏-19075,邵鹏,消费者,江都,江苏,中国,华东,办公用-美术-10004417,办公用品,美术,画布,203.616,4,0.8,-794.304
6445,US-202021-3436770,2022/10/19,2022/10/22,一级,余德-12100,余德,小型企业,武汉,湖北,中国,中南,办公用-用品-10004822,办公用品,用品,剪刀,139.104,2,0.4,-7.056
6446,CN-202023-2306215,2024/6/29,2024/7/3,标准级,郝柏-18940,郝柏,消费者,太原,山西,中国,华北,家具-椅子-10001287,家具,椅子,摇椅,1196.44,2,0,143.36
6447,CN-202021-4356406,2022/7/6,2022/7/11,标准级,周诚-11275,周诚,公司,张掖,甘肃,中国,西北,家具-椅子-10004774,家具,椅子,摇椅,769.44,2,0.4,-25.76
6448,CN-202023-1637441,2024/11/25,2024/11/27,二级,邱德-12055,邱德,小型企业,滁州,安徽,中国,华东,办公用-系固-10003150,办公用品,系固件,夹子,174.72,2,0,15.68
6449,CN-202023-1637441,2024/11/25,2024/11/27,二级,邱德-12055,邱德,小型企业,滁州,安徽,中国,华东,技术-复印-10000308,技术,复印机,墨水,1144.36,2,0,114.24
6450,CN-202020-3690158,2021/12/15,2021/12/22,标准级,谢丽-17635,谢丽雪,公司,大同,山西,中国,华北,技术-复印-10004864,技术,复印机,传真机,4453.68,3,0,1647.66
6451,CN-202020-3690158,2021/12/15,2021/12/22,标准级,谢丽-17635,谢丽雪,公司,大同,山西,中国,华北,办公用-用品-10004353,办公用品,用品,开信刀,269.92,2,0,118.72
6452,CN-202020-3690158,2021/12/15,2021/12/22,标准级,谢丽-17635,谢丽雪,公司,大同,山西,中国,华北,家具-用具-10004087,家具,用具,门挡,440.44,2,0,140.84
6453,CN-202020-3690158,2021/12/15,2021/12/22,标准级,谢丽-17635,谢丽雪,公司,大同,山西,中国,华北,办公用-收纳-10000198,办公用品,收纳具,盒,228.2,2,0,63.84
6454,CN-202020-3690158,2021/12/15,2021/12/22,标准级,谢丽-17635,谢丽雪,公司,大同,山西,中国,华北,家具-书架-10003232,家具,书架,书库,10212.72,6,0,408.24
6455,CN-202020-3690158,2021/12/15,2021/12/22,标准级,谢丽-17635,谢丽雪,公司,大同,山西,中国,华北,家具-用具-10004087,家具,用具,门挡,2422.42,11,0,774.62
6456,US-202020-4676940,2021/11/14,2021/11/19,标准级,郝惠-14380,郝惠,消费者,成都,四川,中国,西南,办公用-用品-10000039,办公用品,用品,尺子,205.296,4,0.4,-41.104
6457,CN-202023-1574908,2024/1/29,2024/2/5,标准级,彭琼-19645,彭琼,公司,邯郸,河北,中国,华北,家具-书架-10003011,家具,书架,书架,2765.84,4,0,1244.32
6458,CN-202023-2560726,2024/12/21,2024/12/25,标准级,苏婵-10855,苏婵娟,消费者,吉林市,吉林,中国,东北,办公用-系固-10001342,办公用品,系固件,按钉,326.2,5,0,149.8
6459,CN-202023-2560726,2024/12/21,2024/12/25,标准级,苏婵-10855,苏婵娟,消费者,吉林市,吉林,中国,东北,办公用-纸张-10002247,办公用品,纸张,令,426.72,3,0,119.28
6460,CN-202023-2560726,2024/12/21,2024/12/25,标准级,苏婵-10855,苏婵娟,消费者,吉林市,吉林,中国,东北,家具-书架-10003100,家具,书架,墙角架,1148.56,2,0,413.28
6461,CN-202023-2560726,2024/12/21,2024/12/25,标准级,苏婵-10855,苏婵娟,消费者,吉林市,吉林,中国,东北,技术-电话-10002846,技术,电话,音频基座,2375.52,3,0,973.56
6462,CN-202023-2560726,2024/12/21,2024/12/25,标准级,苏婵-10855,苏婵娟,消费者,吉林市,吉林,中国,东北,办公用-标签-10002109,办公用品,标签,合法证物标签,105.84,2,0,1.96
6463,CN-202021-4433229,2022/8/14,2022/8/18,标准级,罗婵-10960,罗婵,消费者,抚顺,辽宁,中国,东北,技术-配件-10000459,技术,配件,路由器,3446.94,5,0.4,-230.16
6464,CN-202023-5598912,2024/8/20,2024/8/24,标准级,马惠-14335,马惠英,公司,天津,天津,中国,华北,家具-书架-10004330,家具,书架,书架,3507.7,5,0,210
6465,CN-202023-5360498,2024/5/22,2024/5/26,标准级,徐健-14590,徐健,公司,山城,山东,中国,华东,家具-书架-10002576,家具,书架,古典书架,8138.48,4,0,2034.48
6466,CN-202023-5533473,2024/1/15,2024/1/20,二级,贾君-15160,贾君,消费者,重庆,重庆,中国,西南,技术-电话-10002053,技术,电话,耳机,2093.7,5,0,753.2
6467,CN-202023-5533473,2024/1/15,2024/1/20,二级,贾君-15160,贾君,消费者,重庆,重庆,中国,西南,办公用-用品-10002717,办公用品,用品,剪刀,756.56,7,0,90.16
6468,CN-202023-5533473,2024/1/15,2024/1/20,二级,贾君-15160,贾君,消费者,重庆,重庆,中国,西南,家具-用具-10002670,家具,用具,门挡,614.46,3,0,300.72
6469,CN-202022-2642546,2023/9/19,2023/9/25,标准级,施梦-18235,施梦,公司,岳阳,湖南,中国,中南,办公用-装订-10000419,办公用品,装订机,订书机,717.78,3,0,351.54
6470,CN-202022-2642546,2023/9/19,2023/9/25,标准级,施梦-18235,施梦,公司,岳阳,湖南,中国,中南,办公用-器具-10002060,办公用品,器具,咖啡研磨机,202.58,1,0,18.2
6471,US-202022-3739147,2023/11/25,2023/11/30,标准级,贾保-10300,贾保,公司,肃州,甘肃,中国,西北,办公用-美术-10001467,办公用品,美术,速写本,90.72,2,0.8,-340.2
6472,US-202022-3739147,2023/11/25,2023/11/30,标准级,贾保-10300,贾保,公司,肃州,甘肃,中国,西北,办公用-美术-10003726,办公用品,美术,钢笔,66.36,5,0.8,-219.24
6473,CN-202022-4448319,2023/10/16,2023/10/22,标准级,柯巧-19465,柯巧,小型企业,榆林,陕西,中国,西北,办公用-纸张-10003137,办公用品,纸张,羊皮纸,623.84,8,0,155.68
6474,CN-202021-4769676,2022/1/26,2022/1/28,一级,李雯-21730,李雯,小型企业,天津,天津,中国,华北,办公用-收纳-10000793,办公用品,收纳具,锁柜,2778.3,3,0,222.18
6475,CN-202022-4856468,2023/3/25,2023/4/1,标准级,黄磊-16000,黄磊,消费者,晋城,山西,中国,华北,办公用-信封-10001614,办公用品,信封,搭扣信封,182.7,3,0,89.46
6476,CN-202022-4856468,2023/3/25,2023/4/1,标准级,黄磊-16000,黄磊,消费者,晋城,山西,中国,华北,办公用-信封-10001656,办公用品,信封,外皮和封条,229.04,2,0,45.64
6477,CN-202022-4856468,2023/3/25,2023/4/1,标准级,黄磊-16000,黄磊,消费者,晋城,山西,中国,华北,技术-电话-10003206,技术,电话,音频基座,2352.42,3,0,517.44
6478,CN-202022-4856468,2023/3/25,2023/4/1,标准级,黄磊-16000,黄磊,消费者,晋城,山西,中国,华北,家具-椅子-10004718,家具,椅子,折叠椅,767.48,2,0,30.52
6479,US-202022-2877300,2023/5/23,2023/5/27,标准级,余晨-11230,余晨,消费者,桂平,广西,中国,中南,家具-椅子-10002286,家具,椅子,椅垫,251.244,1,0.1,30.604
6480,CN-202023-5510381,2024/6/26,2024/7/2,标准级,方惠-14350,方惠,消费者,遵义,贵州,中国,西南,办公用-装订-10003061,办公用品,装订机,订书机,1150.8,5,0,68.6
6481,CN-202023-5510381,2024/6/26,2024/7/2,标准级,方惠-14350,方惠,消费者,遵义,贵州,中国,西南,办公用-器具-10003069,办公用品,器具,咖啡研磨机,1661.8,5,0,232.4
6482,CN-202020-1182921,2021/3/24,2021/3/28,标准级,殷莲-17110,殷莲,消费者,宿州,安徽,中国,华东,办公用-装订-10000333,办公用品,装订机,订书机,701.82,3,0,175.14
6483,US-202020-1973789,2021/12/13,2021/12/13,当日,余婵-11020,余婵,公司,宽甸,辽宁,中国,东北,技术-复印-10000779,技术,复印机,个人复印机,2316.72,7,0.4,-193.06
6484,US-202020-1973789,2021/12/13,2021/12/13,当日,余婵-11020,余婵,公司,宽甸,辽宁,中国,东北,办公用-用品-10004243,办公用品,用品,大剪刀,138.096,1,0.4,-0.084
6485,CN-202022-4242366,2023/8/7,2023/8/12,标准级,杨欢-14275,杨欢,公司,澄江,江苏,中国,华东,办公用-系固-10004262,办公用品,系固件,回形针,63.84,2,0.4,-20.44
6486,CN-202022-4242366,2023/8/7,2023/8/12,标准级,杨欢-14275,杨欢,公司,澄江,江苏,中国,华东,办公用-系固-10003387,办公用品,系固件,回形针,118.188,3,0.4,-21.672
6487,US-202023-3108610,2024/3/20,2024/3/26,标准级,孙荷-13750,孙荷,公司,温州,浙江,中国,华东,办公用-用品-10000032,办公用品,用品,美工刀,551.88,5,0.4,-220.92
6488,US-202023-3108610,2024/3/20,2024/3/26,标准级,孙荷-13750,孙荷,公司,温州,浙江,中国,华东,家具-书架-10002501,家具,书架,搁架,1655.64,3,0.4,-524.58
6489,CN-202022-3382200,2023/9/5,2023/9/12,标准级,赵幂-18055,赵幂,消费者,北京,北京,中国,华北,家具-用具-10003733,家具,用具,闹钟,1878.24,8,0,525.28
6490,CN-202020-5425854,2021/11/26,2021/12/3,标准级,巩荣-19735,巩荣,消费者,扬州,江苏,中国,华东,办公用-信封-10000284,办公用品,信封,搭扣信封,36.4,1,0,14.84
6491,CN-202022-1436231,2023/11/26,2023/12/1,标准级,潘盛-20380,潘盛,消费者,汕头,广东,中国,中南,家具-椅子-10001812,家具,椅子,折叠椅,843.192,2,0.1,196.672
6492,CN-202021-4214287,2022/8/11,2022/8/13,二级,邢良-17140,邢良,消费者,本溪,辽宁,中国,东北,办公用-用品-10002717,办公用品,用品,剪刀,453.936,7,0.4,-212.464
6493,CN-202021-4214287,2022/8/11,2022/8/13,二级,邢良-17140,邢良,消费者,本溪,辽宁,中国,东北,办公用-信封-10000814,办公用品,信封,商业信封,764.96,8,0,328.16
6494,CN-202021-4214287,2022/8/11,2022/8/13,二级,邢良-17140,邢良,消费者,本溪,辽宁,中国,东北,技术-复印-10000971,技术,复印机,墨水,2082.36,5,0.4,-1284.64
6495,CN-202022-2831197,2023/12/12,2023/12/16,标准级,余毅-12535,余毅,公司,无锡,江苏,中国,华东,办公用-用品-10004456,办公用品,用品,大剪刀,248.304,2,0.4,3.864
6496,CN-202021-3064620,2022/9/11,2022/9/17,标准级,施立-16690,施立伟,公司,高邮,江苏,中国,华东,技术-电话-10002340,技术,电话,耳机,205.212,1,0.4,30.772
6497,CN-202021-3064620,2022/9/11,2022/9/17,标准级,施立-16690,施立伟,公司,高邮,江苏,中国,华东,办公用-信封-10002440,办公用品,信封,外皮和封条,244.86,3,0,83.16
6498,CN-202022-5754536,2023/12/4,2023/12/9,标准级,唐婉-21385,唐婉,小型企业,门头沟,北京,中国,华北,办公用-系固-10003670,办公用品,系固件,按钉,110.88,2,0,49.84
6499,CN-202022-5754536,2023/12/4,2023/12/9,标准级,唐婉-21385,唐婉,小型企业,门头沟,北京,中国,华北,办公用-收纳-10001690,办公用品,收纳具,搁板,1581.72,7,0,189.14
6500,CN-202022-5754536,2023/12/4,2023/12/9,标准级,唐婉-21385,唐婉,小型企业,门头沟,北京,中国,华北,办公用-标签-10001866,办公用品,标签,运输标签,124.32,3,0,14.7
6501,CN-202022-5754536,2023/12/4,2023/12/9,标准级,唐婉-21385,唐婉,小型企业,门头沟,北京,中国,华北,家具-椅子-10004559,家具,椅子,折叠椅,823.2,2,0,164.64
6502,CN-202023-2310505,2024/7/10,2024/7/16,标准级,邱博-10495,邱博,公司,渭南,陕西,中国,西北,技术-设备-10002515,技术,设备,收据打印机,1126.16,2,0,168.84
6503,CN-202022-4690757,2023/6/10,2023/6/15,二级,程宁-18640,程宁,公司,上海,上海,中国,华东,办公用-标签-10002378,办公用品,标签,文件夹标签,86.52,2,0,17.08
6504,CN-202022-4690757,2023/6/10,2023/6/15,二级,程宁-18640,程宁,公司,上海,上海,中国,华东,家具-椅子-10000578,家具,椅子,扶手椅,4329.92,2,0,1342.04
6505,CN-202022-4690757,2023/6/10,2023/6/15,二级,程宁-18640,程宁,公司,上海,上海,中国,华东,办公用-用品-10001427,办公用品,用品,大剪刀,658.14,3,0,243.18
6506,CN-202022-4690757,2023/6/10,2023/6/15,二级,程宁-18640,程宁,公司,上海,上海,中国,华东,办公用-纸张-10001323,办公用品,纸张,计划信息表,235.48,2,0,89.32
6507,CN-202020-1928578,2021/6/4,2021/6/10,标准级,谈涛-21250,谈涛,消费者,成都,四川,中国,西南,办公用-系固-10004655,办公用品,系固件,夹子,159.264,3,0.4,26.544
6508,CN-202023-5378913,2024/11/1,2024/11/7,标准级,夏芯-13960,夏芯,消费者,梧州,广西,中国,中南,办公用-标签-10001570,办公用品,标签,运输标签,173.04,4,0,1.68
6509,CN-202023-5378913,2024/11/1,2024/11/7,标准级,夏芯-13960,夏芯,消费者,梧州,广西,中国,中南,家具-桌子-10002211,家具,桌子,电脑桌,5040.315,3,0.25,-403.305
6510,CN-202023-2575295,2024/10/24,2024/10/30,标准级,赵强-19315,赵强,消费者,绍兴,浙江,中国,华东,办公用-收纳-10004170,办公用品,收纳具,文件夹,251.58,3,0,12.18
6511,CN-202023-2575295,2024/10/24,2024/10/30,标准级,赵强-19315,赵强,消费者,绍兴,浙江,中国,华东,办公用-用品-10004755,办公用品,用品,剪刀,141.288,2,0.4,13.888
6512,CN-202023-2575295,2024/10/24,2024/10/30,标准级,赵强-19315,赵强,消费者,绍兴,浙江,中国,华东,办公用-用品-10001176,办公用品,用品,美工刀,100.716,1,0.4,-58.884
6513,US-202023-4595101,2024/4/23,2024/4/28,标准级,段强-19420,段强,公司,宜昌,湖北,中国,中南,办公用-装订-10004589,办公用品,装订机,孔加固材料,49.644,3,0.4,-31.836
6514,US-202023-4595101,2024/4/23,2024/4/28,标准级,段强-19420,段强,公司,宜昌,湖北,中国,中南,家具-书架-10003692,家具,书架,柜,942.48,2,0.4,-267.12
6515,US-202023-4595101,2024/4/23,2024/4/28,标准级,段强-19420,段强,公司,宜昌,湖北,中国,中南,办公用-用品-10000960,办公用品,用品,开信刀,137.928,2,0.4,-23.072
6516,US-202023-4595101,2024/4/23,2024/4/28,标准级,段强-19420,段强,公司,宜昌,湖北,中国,中南,技术-设备-10004664,技术,设备,计算器,1156.512,8,0.4,-751.968
6517,US-202023-4595101,2024/4/23,2024/4/28,标准级,段强-19420,段强,公司,宜昌,湖北,中国,中南,技术-复印-10004535,技术,复印机,墨水,1248.156,3,0.4,-645.204
6518,US-202023-4595101,2024/4/23,2024/4/28,标准级,段强-19420,段强,公司,宜昌,湖北,中国,中南,办公用-美术-10003462,办公用品,美术,荧光笔,88.34,5,0.8,-265.16
6519,CN-202022-4242366,2023/11/15,2023/11/18,一级,曹欢-14200,曹欢悦,小型企业,成都,四川,中国,西南,技术-配件-10001450,技术,配件,记忆卡,566.664,2,0.4,-273.896
6520,CN-202022-4242366,2023/11/15,2023/11/18,一级,曹欢-14200,曹欢悦,小型企业,成都,四川,中国,西南,办公用-标签-10003622,办公用品,标签,合法证物标签,99.68,2,0,49.84
6521,CN-202022-4242366,2023/11/15,2023/11/18,一级,曹欢-14200,曹欢悦,小型企业,成都,四川,中国,西南,办公用-美术-10004417,办公用品,美术,画布,50.904,1,0.8,-198.576
6522,CN-202023-3211633,2024/1/24,2024/1/31,标准级,李黎-16375,李黎明,小型企业,前郭,吉林,中国,东北,技术-复印-10002045,技术,复印机,传真机,2982.56,2,0,775.32
6523,CN-202023-3211633,2024/1/24,2024/1/31,标准级,李黎-16375,李黎明,小型企业,前郭,吉林,中国,东北,办公用-用品-10002091,办公用品,用品,美工刀,346.64,2,0,41.44
6524,CN-202023-3211633,2024/1/24,2024/1/31,标准级,李黎-16375,李黎明,小型企业,前郭,吉林,中国,东北,技术-配件-10000166,技术,配件,鼠标,574.56,4,0,206.64
6525,CN-202020-2351493,2021/12/6,2021/12/10,标准级,黄涛-21190,黄涛,小型企业,成都,四川,中国,西南,家具-椅子-10003332,家具,椅子,摇椅,1938.72,5,0.4,258.02
6526,CN-202022-3241949,2023/9/13,2023/9/14,一级,付立-16750,付立,消费者,禹城,山东,中国,华东,办公用-美术-10004520,办公用品,美术,速写本,426.44,2,0,170.52
6527,CN-202022-3241949,2023/9/13,2023/9/14,一级,付立-16750,付立,消费者,禹城,山东,中国,华东,家具-椅子-10004470,家具,椅子,摇椅,4816,8,0,385.28
6528,CN-202022-3241949,2023/9/13,2023/9/14,一级,付立-16750,付立,消费者,禹城,山东,中国,华东,办公用-用品-10004318,办公用品,用品,剪刀,105.14,1,0,42
6529,CN-202022-3241949,2023/9/13,2023/9/14,一级,付立-16750,付立,消费者,禹城,山东,中国,华东,办公用-纸张-10001526,办公用品,纸张,备忘录便条,581.28,8,0,120.96
6530,US-202021-2045726,2022/8/9,2022/8/13,标准级,贾嫒-10030,贾嫒,公司,青岛,山东,中国,华东,办公用-美术-10003419,办公用品,美术,记号笔,943.74,9,0,122.22
6531,US-202022-3529472,2023/10/29,2023/11/3,标准级,杨欢-14275,杨欢,公司,义乌,浙江,中国,华东,办公用-系固-10003118,办公用品,系固件,夹子,373.632,8,0.4,-63.168
6532,CN-202020-4386495,2021/3/2,2021/3/4,一级,李丽-17365,李丽丽,消费者,合肥,安徽,中国,华东,办公用-装订-10000749,办公用品,装订机,打孔机,418.74,3,0,141.96
6533,CN-202020-4386495,2021/3/2,2021/3/4,一级,李丽-17365,李丽丽,消费者,合肥,安徽,中国,华东,办公用-纸张-10004274,办公用品,纸张,备忘录便条,417.2,5,0,116.2
6534,US-202023-1346492,2024/10/16,2024/10/16,当日,唐爽-20560,唐爽,小型企业,台城,广东,中国,中南,办公用-系固-10001342,办公用品,系固件,按钉,260.96,4,0,119.84
6535,CN-202022-2581069,2023/10/1,2023/10/4,二级,林康-15400,林康,公司,平度,山东,中国,华东,办公用-标签-10001500,办公用品,标签,圆形标签,94.08,3,0,45.78
6536,CN-202022-2581069,2023/10/1,2023/10/4,二级,林康-15400,林康,公司,平度,山东,中国,华东,办公用-美术-10002199,办公用品,美术,画布,692.58,3,0,318.36
6537,US-202021-4159546,2022/6/1,2022/6/6,标准级,徐谙-18895,徐谙,消费者,沈阳,辽宁,中国,东北,技术-复印-10001124,技术,复印机,个人复印机,672,2,0.4,-403.2
6538,US-202021-4159546,2022/6/1,2022/6/6,标准级,徐谙-18895,徐谙,消费者,沈阳,辽宁,中国,东北,办公用-用品-10002441,办公用品,用品,尺子,121.212,3,0.4,-69.048
6539,US-202021-4159546,2022/6/1,2022/6/6,标准级,徐谙-18895,徐谙,消费者,沈阳,辽宁,中国,东北,技术-配件-10001398,技术,配件,键区,805.56,5,0.4,134.26
6540,US-202021-4159546,2022/6/1,2022/6/6,标准级,徐谙-18895,徐谙,消费者,沈阳,辽宁,中国,东北,办公用-装订-10001062,办公用品,装订机,订书机,1152.48,8,0.4,-327.04
6541,CN-202020-2752724,2021/8/19,2021/8/24,二级,陈虎-13990,陈虎,消费者,天津,天津,中国,华北,技术-配件-10003340,技术,配件,键区,771.96,3,0,200.34
6542,CN-202023-4502739,2024/6/13,2024/6/16,一级,白婵-10975,白婵,公司,厦门,福建,中国,华东,家具-用具-10002431,家具,用具,灯泡,176.4,2,0,82.88
6543,CN-202023-4502739,2024/6/13,2024/6/16,一级,白婵-10975,白婵,公司,厦门,福建,中国,华东,家具-椅子-10000908,家具,椅子,凳子,4111.1,5,0,328.3
6544,US-202021-5495957,2022/5/3,2022/5/7,标准级,韦华-14095,韦华,公司,盐城,江苏,中国,华东,办公用-器具-10003676,办公用品,器具,烤面包机,468.384,2,0.4,-140.616
6545,US-202021-5495957,2022/5/3,2022/5/7,标准级,韦华-14095,韦华,公司,盐城,江苏,中国,华东,家具-椅子-10003377,家具,椅子,折叠椅,699.552,3,0.4,-396.648
6546,CN-202020-4519254,2021/11/30,2021/12/4,二级,肖崆-15520,肖崆,消费者,海拉尔,内蒙古,中国,华北,办公用-系固-10003277,办公用品,系固件,图钉,70.392,2,0.4,3.472
6547,CN-202020-4519254,2021/11/30,2021/12/4,二级,肖崆-15520,肖崆,消费者,海拉尔,内蒙古,中国,华北,办公用-美术-10001943,办公用品,美术,荧光笔,31.752,2,0.8,-90.608
6548,CN-202020-4519254,2021/11/30,2021/12/4,二级,肖崆-15520,肖崆,消费者,海拉尔,内蒙古,中国,华北,家具-椅子-10001116,家具,椅子,摇椅,2925.888,8,0.4,243.488
6549,CN-202023-2560726,2024/7/7,2024/7/11,标准级,彭丽-16255,彭丽美,公司,钦州,广西,中国,中南,家具-椅子-10000374,家具,椅子,椅垫,312.858,1,0.1,125.118
6550,US-202023-1933544,2024/6/18,2024/6/20,二级,邱明-18280,邱明,公司,沈阳,辽宁,中国,东北,办公用-器具-10000575,办公用品,器具,搅拌机,375.144,2,0.4,-175.336
6551,CN-202021-3834707,2022/11/19,2022/11/22,一级,周诚-11290,周诚,消费者,宿州,安徽,中国,华东,办公用-收纳-10003186,办公用品,收纳具,盘,575.96,2,0,230.16
6552,CN-202021-3834707,2022/11/19,2022/11/22,一级,周诚-11290,周诚,消费者,宿州,安徽,中国,华东,办公用-器具-10000589,办公用品,器具,炉灶,13059.2,5,0,1827.7
6553,CN-202021-3834707,2022/11/19,2022/11/22,一级,周诚-11290,周诚,消费者,宿州,安徽,中国,华东,办公用-用品-10000963,办公用品,用品,开信刀,510.16,4,0,198.8
6554,CN-202023-3261036,2024/5/27,2024/5/31,二级,郝婷-21055,郝婷,消费者,洛阳,河南,中国,中南,办公用-用品-10001427,办公用品,用品,大剪刀,438.76,2,0,162.12
6555,CN-202022-1374105,2023/12/3,2023/12/5,二级,蔡安-10270,蔡安,消费者,潍坊,山东,中国,华东,办公用-纸张-10003833,办公用品,纸张,计划信息表,557.9,5,0,83.3
6556,CN-202022-1374105,2023/12/3,2023/12/5,二级,蔡安-10270,蔡安,消费者,潍坊,山东,中国,华东,技术-设备-10003952,技术,设备,卡片打印机,3240.16,4,0,31.92
6557,CN-202022-1374105,2023/12/3,2023/12/5,二级,蔡安-10270,蔡安,消费者,潍坊,山东,中国,华东,技术-复印-10004787,技术,复印机,墨水,1356.6,2,0,528.92
6558,CN-202022-1374105,2023/12/3,2023/12/5,二级,蔡安-10270,蔡安,消费者,潍坊,山东,中国,华东,办公用-收纳-10004698,办公用品,收纳具,锁柜,5541.48,6,0,1385.16
6559,CN-202022-1374105,2023/12/3,2023/12/5,二级,蔡安-10270,蔡安,消费者,潍坊,山东,中国,华东,办公用-收纳-10002029,办公用品,收纳具,盘,685.44,3,0,232.68
